image,old_global_epe_px,new_global_epe_px,old_crack_epe_px,new_crack_epe_px,old_folding_rate,new_folding_rate,old_disp_mag_mean_px,new_disp_mag_mean_px,old_disp_mag_p95_px,new_disp_mag_p95_px
crack0056_03.png,213.52377319335938,116.50691223144531,237.7821911698772,88.48965472254632,0.45855712890625,0.39817047119140625,211.04791259765625,112.73360443115234,339.639892578125,224.72390747070312
crack0041_07.png,209.15847778320312,112.11852264404297,238.57809527909671,116.48338279632311,0.4589080810546875,0.39670562744140625,213.23348999023438,107.29510498046875,393.0632629394531,214.5277862548828
crack0041_08.png,179.88681030273438,106.61054992675781,187.74988165951532,113.69736175956031,0.44516754150390625,0.3944664001464844,179.36485290527344,105.1329345703125,280.4530029296875,212.9334716796875
crack0013_06.png,162.3010711669922,110.68540954589844,158.56743589094071,83.01129771765838,0.4380378723144531,0.3939666748046875,162.20486450195312,107.69853210449219,256.1349792480469,215.7268829345703
crack0060_00.png,209.1611328125,114.49382781982422,183.1102817882,120.36211989894974,0.4539527893066406,0.3951835632324219,210.3668212890625,112.97074127197266,349.9645080566406,218.1219482421875
crack0056_07.png,183.137451171875,129.72369384765625,172.33581612956408,114.4927836730618,0.4387779235839844,0.3910675048828125,179.96788024902344,123.19366455078125,290.7920227050781,233.46673583984375
crack0002_01.png,193.24044799804688,124.76529693603516,188.83758698345775,131.79144445074257,0.449066162109375,0.3975410461425781,193.4598388671875,119.31450653076172,315.517822265625,225.51220703125
crack0015_07.png,163.09771728515625,110.32389068603516,170.05605620192594,118.30123012766353,0.437408447265625,0.39199066162109375,162.59825134277344,107.96389770507812,259.6685485839844,219.1644744873047
crack0046_01.png,172.15060424804688,127.34548950195312,115.25281379284412,66.25955283443763,0.4474449157714844,0.4026641845703125,171.05943298339844,124.91816711425781,273.7966613769531,231.66012573242188
crack0060_01.png,162.65695190429688,111.9260025024414,152.54838909454,108.44842539585272,0.44353485107421875,0.3974342346191406,164.90237426757812,113.42054748535156,261.85430908203125,218.8212432861328
crack0048_03.png,153.3419189453125,120.40190124511719,120.66250969957756,74.54656185319979,0.43498992919921875,0.39347076416015625,153.99014282226562,120.00288391113281,248.6138458251953,221.81494140625
crack0063_07.png,177.8585662841797,131.58895874023438,161.96715783284085,134.59062834093086,0.44781494140625,0.3988609313964844,177.33538818359375,130.78038024902344,298.2746887207031,234.99078369140625
crack0015_05.png,157.7947540283203,123.721923828125,182.6839761764543,142.75142287178858,0.4379081726074219,0.3961029052734375,154.48300170898438,117.79643249511719,252.79891967773438,224.09451293945312
crack0051_05.png,111.8074951171875,104.34881591796875,109.12448516906406,81.68399350642005,0.42201995849609375,0.3949089050292969,113.85592651367188,106.44444274902344,214.23606872558594,212.6930694580078
crack0043_06.png,115.3578872680664,124.50039672851562,140.32797494398997,86.33970318467233,0.4127693176269531,0.39165496826171875,114.95808410644531,124.17870330810547,219.54815673828125,234.0255126953125
crack0006_02.png,137.18756103515625,109.4210433959961,131.83712379366827,95.63690363357144,0.421142578125,0.39273834228515625,136.25131225585938,109.11052703857422,229.70272827148438,213.6695556640625
crack0002_06.png,177.60623168945312,129.95843505859375,163.86459834697285,139.0418286831039,0.4452476501464844,0.3940277099609375,176.66270446777344,123.65418243408203,291.6180114746094,227.2803497314453
crack0063_01.png,147.0922393798828,114.12125396728516,120.5654458115481,102.1980736874581,0.4413337707519531,0.39947509765625,149.87852478027344,117.79667663574219,260.7826232910156,228.00180053710938
crack0022_02.png,126.28323364257812,131.46226501464844,126.73407372502335,83.849057976406,0.41190338134765625,0.3941154479980469,124.66351318359375,130.49124145507812,235.48085021972656,252.61729431152344
crack0056_06.png,115.68296813964844,116.80225372314453,133.0297450194109,94.20763224430803,0.4150390625,0.3964042663574219,116.77497100830078,117.060302734375,212.47756958007812,226.71002197265625
