image,old_global_epe_px,new_global_epe_px,old_crack_epe_px,new_crack_epe_px,old_folding_rate,new_folding_rate,old_disp_mag_mean_px,new_disp_mag_mean_px,old_disp_mag_p95_px,new_disp_mag_p95_px
crack0030_08.png,193.96856689453125,129.48390197753906,197.873522916239,201.77209913860602,0.45220184326171875,0.3963737487792969,195.37060546875,126.2206039428711,318.3934326171875,248.40391540527344
crack0030_05.png,120.42333984375,125.4181900024414,187.82788974880057,200.86952236843996,0.42014312744140625,0.39707183837890625,118.50975036621094,122.90763854980469,236.12100219726562,245.9883270263672
crack0030_02.png,131.35923767089844,133.50311279296875,176.56980945449743,194.67094647394464,0.41725921630859375,0.3918914794921875,129.38848876953125,131.01559448242188,235.76690673828125,249.1767120361328
crack0030_04.png,126.3959732055664,124.48318481445312,186.38240576668696,194.0675550882553,0.4153175354003906,0.3898658752441406,123.85643005371094,121.91410064697266,229.62684631347656,240.0647430419922
crack0030_01.png,170.04986572265625,129.17239379882812,179.7856969300661,187.30669140430237,0.4488563537597656,0.3935356140136719,171.55792236328125,127.03595733642578,281.73577880859375,249.86668395996094
crack0030_03.png,118.39225769042969,119.89152526855469,178.97272435708246,186.4916833629329,0.4099769592285156,0.391876220703125,113.62757873535156,114.51795959472656,224.19842529296875,232.2649383544922
crack0030_06.png,125.05570220947266,130.10382080078125,178.75869115649874,177.40503337880486,0.418609619140625,0.3991851806640625,125.45301818847656,129.1464080810547,229.18411254882812,241.08651733398438
crack0030_00.png,112.97673797607422,120.78284454345703,169.4664645579047,187.7391051750146,0.41326141357421875,0.39495849609375,113.57848358154297,119.9815673828125,228.36834716796875,241.72996520996094
crack0030_07.png,120.80770111083984,118.35405731201172,172.68231809023098,183.5426161914039,0.4215049743652344,0.3956413269042969,120.19050598144531,117.01753234863281,223.5186767578125,236.2857208251953
crack0030_09.png,115.40672302246094,118.42094421386719,170.18952342242068,184.70865898484217,0.4199714660644531,0.3980712890625,115.13638305664062,117.23836517333984,230.89027404785156,241.5115509033203
crack0088_01.png,113.83250427246094,116.74327087402344,171.3513175516842,172.27603662076555,0.41254425048828125,0.3924446105957031,106.86190795898438,110.03150939941406,218.70498657226562,221.9173126220703
crack0041_07.png,209.15847778320312,112.11852264404297,238.57809527909671,116.48338279632311,0.4589080810546875,0.39670562744140625,213.23348999023438,107.29510498046875,393.0632629394531,214.5277862548828
crack0033_05.png,120.31695556640625,115.6845703125,176.4805652469427,164.99100679040504,0.4186820983886719,0.3929901123046875,119.40998840332031,113.60441589355469,229.41146850585938,222.0984344482422
crack0071_06.png,122.13027954101562,121.25337982177734,167.53179415844104,161.12479424498602,0.41790771484375,0.39551544189453125,121.36042785644531,120.39788818359375,220.26531982421875,220.6589813232422
crack0058_01.png,117.00418853759766,121.64678192138672,178.44269498668228,173.36536775935392,0.409576416015625,0.3895683288574219,114.61012268066406,119.02566528320312,222.3970489501953,230.64511108398438
crack0033_02.png,112.78541564941406,108.97142028808594,173.73459881176223,165.9586447593115,0.40634918212890625,0.38858795166015625,113.01686096191406,107.6195068359375,226.8204345703125,217.785400390625
crack0077_09.png,116.18253326416016,110.0874252319336,169.6218008954905,164.8432760826783,0.4154853820800781,0.388458251953125,115.24799346923828,108.24099731445312,219.8204345703125,214.65109252929688
crack0063_05.png,114.43741607666016,182.80502319335938,114.09319846604109,208.9848136173625,0.41654205322265625,0.4033851623535156,115.78023529052734,182.94528198242188,219.45774841308594,318.89874267578125
crack0088_04.png,112.713623046875,119.55274963378906,158.76725612697385,160.79896193254223,0.4058647155761719,0.3842430114746094,108.97377014160156,113.77134704589844,215.57081604003906,219.47642517089844
crack0058_09.png,115.20677185058594,120.9560546875,173.79426455593148,162.42173978212213,0.41146087646484375,0.3917579650878906,110.62322998046875,115.68090057373047,219.16168212890625,225.6868438720703
