image,score_new_minus_old,old_crack_epe_px,new_crack_epe_px,delta_crack_epe_px_positive_is_better,old_global_epe_px,new_global_epe_px,delta_global_epe_px_positive_is_better,old_warp_crack_dice,new_warp_crack_dice,delta_warp_crack_dice_positive_is_better,old_crack_edge_fidelity,new_crack_edge_fidelity,delta_crack_edge_fidelity_positive_is_better,old_global_edge_fidelity,new_global_edge_fidelity,delta_global_edge_fidelity_positive_is_better,old_folding_rate,new_folding_rate,delta_folding_rate_positive_is_better,old_crack_ratio,new_crack_ratio,joint_failure_score
crack0053_03.png,12.637751913070678,164.79234313964844,155.96351623535156,8.828826904296875,159.16064453125,153.25169372558594,5.9089508056640625,0.24466131627559662,0.24231824278831482,-0.0023430734872817993,0.10602110624313354,0.14579898118972778,0.03977787494659424,0.09188276529312134,0.11950784921646118,0.027625083923339844,0.5866820216178894,0.5856401324272156,0.0010418891906738281,0.17171522974967957,0.17171522974967957,169.3061159849167
crack0011_05.png,12.08429126739502,106.85997772216797,104.37609100341797,2.48388671875,100.82563781738281,101.23965454101562,-0.4140167236328125,0.3282794654369354,0.37842118740081787,0.050141721963882446,0.3909098505973816,0.5324352979660034,0.14152544736862183,0.29671740531921387,0.44723230600357056,0.1505149006843567,0.5774086713790894,0.5750672817230225,0.0023413896560668945,0.16335754096508026,0.16335754096508026,109.01761329174042
crack0022_01.png,10.71978771686554,90.36382293701172,80.54621887207031,9.817604064941406,128.983154296875,127.36114501953125,1.62200927734375,0.09596352279186249,0.09835221618413925,0.002388693392276764,0.0,0.0,0.0,0.0,0.0,0.0,0.5819761753082275,0.5804190635681152,0.0015571117401123047,0.09776483476161957,0.09776483476161957,102.97625654935837
crack0046_00.png,10.672570323944091,77.73455047607422,67.31279754638672,10.4217529296875,116.90895080566406,117.05106353759766,-0.14211273193359375,0.16324056684970856,0.16630204021930695,0.0030614733695983887,0.0,0.0,0.0,0.0,0.0,0.0,0.5774624943733215,0.5758938789367676,0.001568615436553955,0.10412738472223282,0.10412738472223282,85.82773977518082
crack0037_08.png,10.497571802139282,133.078857421875,127.55133819580078,5.527519226074219,99.75725555419922,99.80121612548828,-0.0439605712890625,0.18110276758670807,0.1849571168422699,0.0038543492555618286,0.18955093622207642,0.3088899254798889,0.1193389892578125,0.2377278208732605,0.283750057220459,0.046022236347198486,0.5756555199623108,0.5780122876167297,-0.0023567676544189453,0.11620599031448364,0.11620599031448364,142.5694232583046
crack0096_03.png,10.048733901977538,110.72252655029297,104.4193115234375,6.303215026855469,104.85083770751953,104.18867492675781,0.6621627807617188,0.24401775002479553,0.2565009295940399,0.012483179569244385,0.08688610792160034,0.1481364369392395,0.06125032901763916,0.12536585330963135,0.1982998251914978,0.07293397188186646,0.5818031430244446,0.5810034871101379,0.0007996559143066406,0.1398462951183319,0.1398462951183319,116.20197975635529
crack0090_06.png,9.872447204589843,115.36140441894531,111.10833740234375,4.2530670166015625,112.43049621582031,109.33718872070312,3.0933074951171875,0.25285962224006653,0.2741555869579315,0.02129596471786499,0.3048151135444641,0.3644005060195923,0.059585392475128174,0.23647814989089966,0.2974334955215454,0.06095534563064575,0.5950788259506226,0.5877047181129456,0.007374107837677002,0.19032958149909973,0.19032958149909973,121.86644661426544
crack0029_07.png,9.806697988510132,93.08888244628906,92.8810806274414,0.20780181884765625,109.9211196899414,109.19413757324219,0.7269821166992188,0.1676694005727768,0.2104504406452179,0.0427810400724411,0.19262933731079102,0.3344718813896179,0.1418425440788269,0.10054266452789307,0.2699729800224304,0.16943031549453735,0.5939984321594238,0.5887004733085632,0.005297958850860596,0.19056645035743713,0.19056645035743713,106.68475478887558
crack0091_02.png,9.493897867202758,91.30926513671875,82.43444061279297,8.874824523925781,105.96578979492188,107.33636474609375,-1.370574951171875,0.18575678765773773,0.20061719417572021,0.014860406517982483,0.0,0.0,0.0,0.07391631603240967,0.0,-0.07391631603240967,0.587243378162384,0.5877816081047058,-0.0005382299423217773,0.13081780076026917,0.13081780076026917,99.23770993947983
crack0029_04.png,9.448465585708618,105.77227783203125,105.7235336303711,0.04874420166015625,111.76487731933594,111.27522277832031,0.489654541015625,0.17709583044052124,0.2136441022157669,0.036548271775245667,0.09210216999053955,0.24765264987945557,0.15555047988891602,0.027489006519317627,0.18751001358032227,0.16002100706100464,0.5881353616714478,0.5866858959197998,0.0014494657516479492,0.1947961002588272,0.1947961002588272,118.64757037162781
crack0091_04.png,9.201244497299195,88.91151428222656,81.49472045898438,7.4167938232421875,110.3580322265625,109.81816101074219,0.5398712158203125,0.12807857990264893,0.14245803654193878,0.014379456639289856,0.0,0.0,0.0,0.0,0.0,0.0,0.5901422500610352,0.5796886086463928,0.010453641414642334,0.10681045800447464,0.10681045800447464,101.12409257888794
