image,old_global_epe_px,new_global_epe_px,old_crack_epe_px,new_crack_epe_px,old_folding_rate,new_folding_rate,old_disp_mag_mean_px,new_disp_mag_mean_px,old_disp_mag_p95_px,new_disp_mag_p95_px
crack0063_05.png,114.43741607666016,182.80502319335938,114.09319846604109,208.9848136173625,0.41654205322265625,0.4033851623535156,115.78023529052734,182.94528198242188,219.45774841308594,318.89874267578125
crack0016_06.png,109.68621826171875,170.39649963378906,114.82659514465996,165.90510770048684,0.4144935607910156,0.4039192199707031,112.77774047851562,172.67083740234375,216.12062072753906,292.5701904296875
crack0076_04.png,162.8662109375,200.13821411132812,105.46928375779818,164.72277151688905,0.450897216796875,0.4150886535644531,164.48101806640625,201.8555450439453,272.40869140625,369.68402099609375
crack0024_08.png,128.0187225341797,176.14315795898438,106.80860024294202,164.8831886815357,0.4284858703613281,0.3988685607910156,129.97366333007812,177.362548828125,241.6026611328125,308.01007080078125
crack0100_09.png,107.78375244140625,159.22628784179688,104.86372394341264,150.57415454576812,0.4167747497558594,0.4035491943359375,107.42646789550781,161.7671356201172,213.5998077392578,260.6358337402344
crack0024_04.png,122.10171508789062,170.8765411376953,114.82889921376892,156.34681924968604,0.42023468017578125,0.4041328430175781,121.66690063476562,174.3389434814453,232.88894653320312,304.267578125
crack0079_09.png,118.70648193359375,140.16925048828125,88.68660067585357,125.15944481498165,0.4286346435546875,0.4028739929199219,124.38878631591797,140.52664184570312,234.5360565185547,232.75050354003906
crack0053_03.png,126.50636291503906,151.74525451660156,121.49335234588732,152.2771394460106,0.4211540222167969,0.4029808044433594,121.271728515625,151.28883361816406,224.07949829101562,254.69972229003906
crack0053_05.png,149.39599609375,147.30734252929688,119.72750857144153,156.78091338732708,0.4307899475097656,0.39785003662109375,146.30548095703125,147.8548126220703,251.62428283691406,245.74900817871094
crack0017_09.png,108.60256958007812,137.00741577148438,96.84445837253175,124.79269558204123,0.4143180847167969,0.3959617614746094,107.24837493896484,133.77749633789062,210.97662353515625,234.511962890625
crack0052_03.png,135.8485870361328,145.76808166503906,104.38123693765,147.47863269113893,0.4246177673339844,0.39917755126953125,135.23118591308594,146.16775512695312,249.35707092285156,265.0260009765625
crack0084_03.png,132.66273498535156,132.89083862304688,118.23859670056693,137.6948902674874,0.4221229553222656,0.393951416015625,129.48536682128906,135.04544067382812,231.3777618408203,227.60525512695312
crack0039_06.png,103.52154541015625,108.5619888305664,109.55372479328844,133.74461357289246,0.405670166015625,0.3864707946777344,103.58535766601562,106.85218811035156,210.110107421875,216.46359252929688
crack0039_07.png,105.82313537597656,111.36168670654297,111.15986200698988,136.901304225009,0.4085845947265625,0.3894462585449219,104.65143585205078,108.93412780761719,208.95111083984375,218.62721252441406
crack0076_05.png,128.40150451660156,126.85823822021484,102.24750460513884,135.47004388713182,0.4268913269042969,0.3908195495605469,133.12890625,128.94992065429688,224.00027465820312,219.79298400878906
crack0090_08.png,108.484375,115.51836395263672,97.50678610707187,118.18182459101271,0.41649627685546875,0.3892250061035156,107.66108703613281,113.74873352050781,213.31085205078125,216.77975463867188
crack0052_04.png,138.99461364746094,136.46234130859375,108.33807374313223,144.1661069202194,0.4228363037109375,0.40329742431640625,138.61602783203125,138.79281616210938,258.2424621582031,250.81597900390625
crack0030_02.png,131.35923767089844,133.50311279296875,176.56980945449743,194.67094647394464,0.41725921630859375,0.3918914794921875,129.38848876953125,131.01559448242188,235.76690673828125,249.1767120361328
crack0052_08.png,123.14732360839844,126.21601104736328,108.86206931853236,135.96684615235537,0.4182853698730469,0.39803314208984375,121.91741943359375,124.14592742919922,230.70741271972656,233.25302124023438
crack0039_04.png,109.43061828613281,112.6952133178711,105.63471647879818,130.81295609590944,0.41381072998046875,0.39544677734375,106.45783996582031,109.42604064941406,211.6170196533203,220.21267700195312
