image,score_new_minus_old,old_crack_epe_px,new_crack_epe_px,delta_crack_epe_px_positive_is_better,old_global_epe_px,new_global_epe_px,delta_global_epe_px_positive_is_better,old_warp_crack_dice,new_warp_crack_dice,delta_warp_crack_dice_positive_is_better,old_crack_edge_fidelity,new_crack_edge_fidelity,delta_crack_edge_fidelity_positive_is_better,old_global_edge_fidelity,new_global_edge_fidelity,delta_global_edge_fidelity_positive_is_better,old_folding_rate,new_folding_rate,delta_folding_rate_positive_is_better,old_crack_ratio,new_crack_ratio,joint_failure_score
crack0010_08.png,163.1820255279541,81.10603332519531,12.868468284606934,68.23756504058838,108.80504608154297,3.9296183586120605,104.87542772293091,0.4631779193878174,0.71014004945755,0.24696213006973267,0.24147045612335205,0.533810555934906,0.29234009981155396,0.33375728130340576,0.6844626069068909,0.3507053256034851,0.5849711894989014,0.04637831449508667,0.5385928750038147,0.10851509869098663,0.10851509869098663,42.595423221588135
crack0046_09.png,168.02414105534552,69.35487365722656,18.87489891052246,50.4799747467041,120.34724426269531,6.255687713623047,114.09155654907227,0.2230347990989685,0.6186860203742981,0.3956512212753296,0.0,0.470473051071167,0.470473051071167,0.0,0.674027681350708,0.674027681350708,0.5792041420936584,0.04329104349017143,0.535913098603487,0.11411724984645844,0.11411724984645844,53.90096402168274
crack0050_07.png,176.3158766388893,65.88285827636719,6.167083740234375,59.71577453613281,103.041015625,2.6858325004577637,100.35518312454224,0.1686188131570816,0.7058016657829285,0.5371828526258469,0.3262717127799988,0.6286585330963135,0.3023868203163147,0.31284862756729126,0.754285991191864,0.44143736362457275,0.5776124596595764,0.042914263904094696,0.5346981957554817,0.1306588351726532,0.1306588351726532,49.01234060525894
crack0046_02.png,177.49208194613456,68.33895874023438,15.004145622253418,53.33481311798096,124.25769805908203,6.779635906219482,117.47806215286255,0.17822401225566864,0.6379190683364868,0.4596950560808182,0.0,0.48461294174194336,0.48461294174194336,0.0,0.6215223073959351,0.6215223073959351,0.5784121751785278,0.053264129906892776,0.5251480452716351,0.11497074365615845,0.11497074365615845,54.11459845304489
crack0086_03.png,178.79966007471086,52.412471771240234,9.997530937194824,42.41494083404541,120.08433532714844,5.360207557678223,114.72412776947021,0.11170369386672974,0.6658129096031189,0.5541092157363892,0.0,0.60931396484375,0.60931396484375,0.0,0.7555626630783081,0.7555626630783081,0.5851864814758301,0.04034217447042465,0.5448443070054054,0.11812801659107208,0.11812801659107208,47.91023898124695
crack0013_09.png,179.3016309559345,77.28861236572266,9.899799346923828,67.38881301879883,106.61378479003906,1.6799585819244385,104.93382620811462,0.4268789291381836,0.8302298188209534,0.4033508896827698,0.22238361835479736,0.6166207790374756,0.3942371606826782,0.3902280926704407,0.8164730072021484,0.42624491453170776,0.5810995697975159,0.03355632349848747,0.5475432462990284,0.10504218190908432,0.10504218190908432,41.22545289993286
crack0010_07.png,179.80523178577423,72.04316711425781,7.021082401275635,65.02208471298218,107.5130386352539,2.6143531799316406,104.89868545532227,0.4193272888660431,0.748213529586792,0.3288862407207489,0.0,0.6178597211837769,0.6178597211837769,0.16447335481643677,0.7805955410003662,0.6161221861839294,0.5805574655532837,0.035597845911979675,0.544959619641304,0.09766608476638794,0.09766608476638794,37.594786047935486
crack0050_01.png,179.8143862247467,62.23820495605469,4.321868419647217,57.91633653640747,101.23007202148438,2.9714560508728027,98.25861597061157,0.18691833317279816,0.753105640411377,0.5661873072385788,0.340719997882843,0.7278240919113159,0.3871040940284729,0.2753719687461853,0.7874434590339661,0.5120714902877808,0.5832718014717102,0.037885427474975586,0.5453863739967346,0.1152789369225502,0.1152789369225502,45.39580875635147
crack0050_06.png,180.94005695581436,66.95759582519531,7.160625457763672,59.79697036743164,109.00860595703125,2.3396291732788086,106.66897678375244,0.20433002710342407,0.7087996006011963,0.5044695734977722,0.2884770631790161,0.6874653100967407,0.3989882469177246,0.3035917282104492,0.7991306781768799,0.49553894996643066,0.5844636559486389,0.03050365298986435,0.5539600029587746,0.15184777975082397,0.15184777975082397,48.177855253219604
crack0086_07.png,181.6023741364479,53.251800537109375,5.980226516723633,47.27157402038574,118.45262908935547,2.5488367080688477,115.90379238128662,0.17847667634487152,0.716088593006134,0.5376119166612625,0.0,0.5860459208488464,0.5860459208488464,0.0,0.7288037538528442,0.7288037538528442,0.5874432921409607,0.04948096722364426,0.5379623249173164,0.11022907495498657,0.11022907495498657,42.40514463186264
